,img_src,label,label_index,one_hot
430,./datasets\PlantDoc\Blueberry leaf\Blueberry-Leaf.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
431,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves (2).jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
432,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-16311688.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
433,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-5931369.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
434,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-in-October.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
435,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-isolated-shadow-95294017.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-normal-above-and-iron-deficient-below-bgahf8.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-safe.jpeg.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
438,./datasets\PlantDoc\Blueberry leaf\blueberry-leaves-white-collection-isolated-35579573.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,./datasets\PlantDoc\Blueberry leaf\Blueberry-leaves.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,./datasets\PlantDoc\Blueberry leaf\blueberry-plant-berries-and-leaves-blueberries-vaccinium-corybosum-BNDMY8.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,./datasets\PlantDoc\Blueberry leaf\blueberry-plant-unripe-berries-and-leaves-blueberries-vaccinium-corybosum-BNDN04.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
442,./datasets\PlantDoc\Blueberry leaf\BLUEBERRY-SPARTAN-LEAF-500x500.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
443,./datasets\PlantDoc\Blueberry leaf\Blueberry07.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,./datasets\PlantDoc\Blueberry leaf\Blueberry165.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
445,./datasets\PlantDoc\Blueberry leaf\Blueberry169.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
446,./datasets\PlantDoc\Blueberry leaf\blueberryleaves.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,./datasets\PlantDoc\Blueberry leaf\blueberrysilverleaf16-1372b.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
448,./datasets\PlantDoc\Blueberry leaf\Blueberry_Damage_1_original.JPG_1472642168.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,./datasets\PlantDoc\Blueberry leaf\Blueberry_Damage_2_original.JPG_1431126657.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
450,./datasets\PlantDoc\Blueberry leaf\blueberry_leaves_berries_fresh_wood_1280x960_hd-wallpaper-1763513.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,./datasets\PlantDoc\Blueberry leaf\Chlorotic-Blueberry-Leaf.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
452,./datasets\PlantDoc\Blueberry leaf\close-up-of-a-blueberry-leaf-beginning-to-change-color-for-autumn-f6b5yd.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,./datasets\PlantDoc\Blueberry leaf\Copy+of+Vaccinium---.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,./datasets\PlantDoc\Blueberry leaf\dscf9033.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
455,./datasets\PlantDoc\Blueberry leaf\dscf9038.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,./datasets\PlantDoc\Blueberry leaf\Fruit-Blueberry-Northblue.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
457,./datasets\PlantDoc\Blueberry leaf\highbush_blueberry1337725765530.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
458,./datasets\PlantDoc\Blueberry leaf\Highbush_Blueberry_Vaccinium_corymbosum_Leaves_3008px.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
459,./datasets\PlantDoc\Blueberry leaf\image_1500x1500%253E.jpeg_1472756546.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,./datasets\PlantDoc\Blueberry leaf\image_1500x1500%253E.jpeg_1472756548.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
461,./datasets\PlantDoc\Blueberry leaf\IMG_0002_original.JPG_1500100269.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
462,./datasets\PlantDoc\Blueberry leaf\IMG_0017_original.JPG_1500100270.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
463,./datasets\PlantDoc\Blueberry leaf\IMG_2003.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
464,./datasets\PlantDoc\Blueberry leaf\IMG_5310.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
465,./datasets\PlantDoc\Blueberry leaf\IMG_7119.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
466,./datasets\PlantDoc\Blueberry leaf\img_8042.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
467,./datasets\PlantDoc\Blueberry leaf\IMG_8502.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
468,./datasets\PlantDoc\Blueberry leaf\IMG_8680.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
469,./datasets\PlantDoc\Blueberry leaf\IMG_8695.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
470,./datasets\PlantDoc\Blueberry leaf\IMG_8698.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
471,./datasets\PlantDoc\Blueberry leaf\IMG_9275.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
472,./datasets\PlantDoc\Blueberry leaf\immatureleaffootbug.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
473,./datasets\PlantDoc\Blueberry leaf\lb_blueberry1.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
474,./datasets\PlantDoc\Blueberry leaf\leaf-blueberry-15281271.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
475,./datasets\PlantDoc\Blueberry leaf\leaf-blueberry-plant-vaccinium-corymbosum-north-america-usa-bush-103375785.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
476,./datasets\PlantDoc\Blueberry leaf\leaf_arangement.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
477,./datasets\PlantDoc\Blueberry leaf\northern-highbush-blueberry-blue-huckleberry-vaccinium-corymbosum-EHNXRR.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
478,./datasets\PlantDoc\Blueberry leaf\ovalifolium1.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
479,./datasets\PlantDoc\Blueberry leaf\P1200644+Vaccinium+alaskaense+Alaska+Blueberry+cr.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
480,./datasets\PlantDoc\Blueberry leaf\P1200652+Vaccinium+ovalifolium+Ovalleaf+Blueberry+leaf+top+cr.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
481,./datasets\PlantDoc\Blueberry leaf\P1200665+Vaccinium+alaskaense+vs+ovalifolium+leaf+and++twig+cr.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
482,./datasets\PlantDoc\Blueberry leaf\P1200699+Vaccinium+alaskaense+Alaska+Blueberry+hairy+leaf+margin+Heather+Meadows.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
483,./datasets\PlantDoc\Blueberry leaf\P1200701+Vaccinium+ovalifolium+Oval-leaf+Blueberry+fruit++Heather+Meadows+cr.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
484,./datasets\PlantDoc\Blueberry leaf\P1200701+Vaccinium+ovalifolium+Oval-leaf+Blueberry+leaf+margin+Heather+Meadows+cr.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
485,./datasets\PlantDoc\Blueberry leaf\plant-fruit-berry-leaf-flower-food-herb-produce-blueberry-botany-flora-plants-wildflower-shrub-macro-photography-wipes-flowering-plant-bilberry-huckleberry-dayflower-land-plant-dayflower-family-1090218.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
486,./datasets\PlantDoc\Blueberry leaf\red+blueberry+leaves.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
487,./datasets\PlantDoc\Blueberry leaf\Red-Blueberry-Leaves.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
488,./datasets\PlantDoc\Blueberry leaf\SmzpflTl.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
489,./datasets\PlantDoc\Blueberry leaf\stock-photo-blueberry-heap-with-green-leaves-close-up-macro-isolated-on-white-background-83867578.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
490,./datasets\PlantDoc\Blueberry leaf\stock-photo-blueberry-leaf-closeup-isolated-on-white-306486470.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
491,./datasets\PlantDoc\Blueberry leaf\stock-photo-blueberry-leaves-branch-isolated-on-white-background-490111684.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
492,./datasets\PlantDoc\Blueberry leaf\stock-photo-blueberry-leaves-isolated-on-white-background-collection-569223157.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
493,./datasets\PlantDoc\Blueberry leaf\stock-photo-blueberry-with-leaves-of-mint-70797082.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
494,./datasets\PlantDoc\Blueberry leaf\stock-photo-fresh-ripe-blueberries-with-leaves-on-white-background-125173964.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
495,./datasets\PlantDoc\Blueberry leaf\stock-photo-green-blueberry-leaf-isolated-with-clipping-path-550344304.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
496,./datasets\PlantDoc\Blueberry leaf\stock-photo-leaf-blueberry-57690040.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
497,./datasets\PlantDoc\Blueberry leaf\stock-photo-two-sides-of-blueberry-leaf-isolated-on-white-15582232.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
498,./datasets\PlantDoc\Blueberry leaf\three-blueberries-with-leaves-picture-id83566780.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
499,./datasets\PlantDoc\Blueberry leaf\vaccinium-angustifolium-634789-1.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
500,./datasets\PlantDoc\Blueberry leaf\vaccinium-angustifolium-le-ahaines.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
501,./datasets\PlantDoc\Blueberry leaf\vaccinium-angustifolium-low-bush-blueberry_0830_124221.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,./datasets\PlantDoc\Blueberry leaf\vaccinium-corymbosum-le-mlovit.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
503,./datasets\PlantDoc\Blueberry leaf\vaccinium-myrtilloides-13-1.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
504,./datasets\PlantDoc\Blueberry leaf\vaccinium-myrtilloides-437.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
505,./datasets\PlantDoc\Blueberry leaf\vaccinium-myrtilloides-le-dcameron-b.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
506,./datasets\PlantDoc\Blueberry leaf\vaccinium-myrtilloides-le-mlovit.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
507,./datasets\PlantDoc\Blueberry leaf\vaccinium_angustifolium_leaf2.JPG.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
508,./datasets\PlantDoc\Blueberry leaf\vaccspp_leaf1.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
509,./datasets\PlantDoc\Blueberry leaf\vaov_006_lhp.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
510,./datasets\PlantDoc\Blueberry leaf\wild-blueberries-576x1024.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
511,./datasets\PlantDoc\Blueberry leaf\wild-blueberries.jpg,Blueberry leaf,5,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
512,./datasets\PlantDoc\Cherry leaf\02b13cea19417b15cf3d6ff534aa7ea653ad783094a60_1260x1260.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
513,./datasets\PlantDoc\Cherry leaf\100_0123_2.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
514,./datasets\PlantDoc\Cherry leaf\100_4608.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
515,./datasets\PlantDoc\Cherry leaf\1348156007-85504600.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
516,./datasets\PlantDoc\Cherry leaf\15%20CHOKE%20CHERRY.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
517,./datasets\PlantDoc\Cherry leaf\1b9155649757248759cdbe7d83cc94c0.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
518,./datasets\PlantDoc\Cherry leaf\2febe52cfac784c3191c804390d51ab756a3a7c8b9314_1260x1260.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
519,./datasets\PlantDoc\Cherry leaf\3b296e7197cc7e3d138892539e2e9ba453ad782db3398_1260x1260.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
520,./datasets\PlantDoc\Cherry leaf\5dab054e26cde431baf6a8e0e3f0f258.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
521,./datasets\PlantDoc\Cherry leaf\6.-Choke-cherry-fall-leaf-colour.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
522,./datasets\PlantDoc\Cherry leaf\670px-User-Completed-Image-Identify-Cherry-Trees-2015.12.05-23.48.57.0.jpeg.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
523,./datasets\PlantDoc\Cherry leaf\7%20CHOKE%20CHERRY.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
524,./datasets\PlantDoc\Cherry leaf\Bird-Cherry-%28Prunus-Padus%29-Leaf-and-Flowers.jpg,Cherry leaf,6,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
